Canyonlands Field,US,67,CNY
Cape Girardeau Regional,US,67,CGI
Cape Lisburne,US,67,LUR
Cape May County,US,67,WWD
Cape Newenham,US,67,EHM
Cape Pole,US,67,CZP
Cape Romanzof,US,67,CZF
Capital City,US,67,FFT
Capital City,US,67,HAR
Capital Region International,US,67,LAN
Carbon County,US,67,PUC
Carleton,US,67,SYN
Carlsbad Cavern City Air Terminal,US,67,CNM
Carrizo Springs,US,67,CZT
Carroll,US,67,CIN
Carson City,US,67,CSN
Cascade Locks/Stevens,US,67,CZK
Casco Cove,US,67,ATU
Casement,US,67,PVZ
Castle AFB,US,67,MER
Catalina SPB,US,67,SPQ
Cecil Field,US,67,VQQ
Cedar City Regional,US,67,CDC
Centennial Airport,US,67,APA
Center Island,US,67,CWS
Centerport Heliport,US,67,JOC
Central,US,67,CEM
Central Bus. District,US,67,JDX
Central Illinois Regional Airport At Bloomington-normal,US,67,BMI
Central Jersey Regional,US,67,JVI
Central Maine Airport of Norridgewock,US,67,OWK
Central Nebraska Regional,US,67,GRI
Central Wisconsin,US,67,CWA
Centralia,US,67,CLS
Century City,US,67,CCD
Cessna Aircraft Field,US,67,CEA
Chadron Municipal,US,67,CDR
Chaffee AFB,US,67,CCA
Chalkyitsik,US,67,CIK
Challis,US,67,CHL
Chan Gurney,US,67,YKN
Chandalar,US,67,WCR
Charles Schulz-Sonoma County,US,67,STS
Charleston AFB International,US,67,CHS
Charlotte County,US,67,PGD
Charlotte Douglas International,US,67,CLT
Charlottesville-Albemarle,US,67,CHO
Chase Field NAS,US,67,NIR
Chatham SPB,US,67,CYM
Chefornak,US,67,CFK
Chefornak SPB,US,67,CYF
Chena Hot Springs,US,67,CEX
Cheraw,US,67,HCW
Cherokee,US,67,CKK
Cherokee County,US,67,JKV
Cherry Capital,US,67,TVC
Chess-Lambertin,US,67,FKL
Chestercounty Carlson,US,67,CTH
Chevak,US,67,VAK
Cheyenne Regional (Jerry Olsen Field),US,67,CYS
Chicago Midway International,US,67,MDW
Chicago NAS,US,67,NOH
Chicago O'hare International,US,67,ORD
Chicago/Rockford International,US,67,RFD
Chicken,US,67,CKX
Chico Municipal,US,67,CIC
Chignik,US,67,KCQ
Chignik Bay,US,67,KBW
Childress,US,67,CDS
Chiloquin State,US,67,CHZ
China Basin Heliport,US,67,JCC
Chino,US,67,CNO
Chippewa County International,US,67,CIU
Chippewa Valley Regional,US,67,EAU
Chisana Field,US,67,CZN
Chisholm,US,67,HIB
Chistochina,US,67,CZO
Chitina Arpt,US,67,CXC
Chomley,US,67,CIV
Chuathbaluk,US,67,CHU
Cincinnati Municipal-Lunken Field,US,67,LUK
Cincinnati-Blue Ash Airport,US,67,ISZ
Cincinnati/Northern Kentucky International,US,67,CVG
Cinder River,US,67,RCP
Circle City,US,67,IRC
Circle Hot Springs,US,67,CHP
Citicorp Plaza H/P,US,67,JCX
City,US,67,CKU
City County,US,67,HVR
City Landing,US,67,JBT
City Of Industry H/P,US,67,JID
City-county,US,67,MDJ
City-County,US,67,EWK
Civic Ar Heli,US,67,CVA
Clark Field,US,67,SEP
Clarks Point,US,67,CLP
Clayton Municipal,US,67,CAO
Clear Lake,US,67,CKE
Cleveland-Hopkins International,US,67,CLE
Clinton,US,67,CWI
Clinton County,US,67,PLB
Clinton Field,US,67,ILN
Clintonville,US,67,CLI
Clovis Municipal,US,67,CVN
Coalinga,US,67,CLG
Coast Guard,US,67,ERO
Coast Guard,US,67,LRK
Coast Guard Heliport,US,67,CSP
Coast Guard Heliport,US,67,PRT
Coast Guard Heliport,US,67,TRP
Cobb County - McCollum Field,US,67,RYY
Coffee Point,US,67,CFA
Coffield,US,67,RCK
Coffman Cove SPB,US,67,KCC
Cold Bay,US,67,CDB
Coldfoot,US,67,CXF
Coleman,US,67,COM
Coleman A. Young Municipal,US,67,DET
Coles County Memorial,US,67,MTO
College Park,US,67,CGS
Colorado Creek,US,67,KCR
Colorado Plains Regional Airport,US,67,AKO
Colorado Springs,US,67,COS
Columbia,US,67,COA
Columbia County,US,67,HCC
Columbia Gorge Regional/The Dalles Municipal,US,67,DLS
Columbia Regional,US,67,COU
Columbus AFB,US,67,CBM
Columbus Metropolitan,US,0,CSG
Columbus Municipal,US,67,CLU
Columbus Municipal,US,67,OLU
Commerce Bus. Plaza,US,67,JBP
Compton,US,67,CPM
Concord,US,67,CON
Concord Regional,US,67,JQF
Condron AAF,US,67,WSD
Convention Center H/P,US,67,JCE
Converse County,US,67,DGW
Cooperstown - Westville Airport,US,67,COP
Copper Centre,US,67,CZC
Corbin-london,US,67,LOZ
Corcoran,US,67,CRO
Corner Bay,US,67,CBA
Corpus Christi International Airport,US,67,CRP
Corsicana Municipal,US,67,CRS
Cortland,US,67,CTX
Cottonwood,US,67,CTW
Cotulla,US,67,COT
Coulter Field,US,67,CFD
Council Bluffs Municipal,US,67,CBF
County,US,67,BFT
County,US,67,JAS
County,US,67,OBE
County,US,67,SIV
County-Foster,US,67,VCT
Cox Field,US,67,PRX
Craig AFB,US,67,SEM
Craig Municipal,US,67,CRG
Craig SPB,US,67,CGA
Craig-Moffat,US,67,CIG
Crane County,US,67,CCG
Crane Island,US,67,CKR
Crested Butte Regional,US,67,GUC
Crews Field,US,67,RTN
Crooked Creek,US,67,CKD
Cross City,US,67,CTY
Crosson Field,US,67,STK
Crystal,US,67,MIC
Crystal Lake,US,67,CYE
Cube Cove,US,67,CUW
Cuddihy Field,US,67,CUX
Culberson County,US,67,VHN
Cummings Park,US,67,WBN
Curtis Field,US,67,BBD
Curtis Memorial,US,67,ORV
Cut Bank,US,67,CTB
Cuyahoga County,US,67,CGF
Dade Collier,US,67,TNT
Dahl Creek Arpt,US,67,DCK
Dahlgren Naval Surface Warfare Center,US,67,DGN
Dalhart,US,67,DHT
Dallas Love Field,US,67,DAL
Dallas North Airport,US,67,DNE
Dallas/Fort Worth International,US,67,DFW
Danbury Municipal Airport,US,67,DXR
Dane County Regional,US,67,MSN
Danger Bay,US,67,DGB
Daniel Field,US,67,DNL
Dansville,US,67,DSV
Dare County Regional,US,67,MEO
Davenport,US,67,DVN
David Wayne Hooks,US,67,DWH
Daviess County,US,67,OWB
Davis Field,US,67,MKO
Davis Monthan AFB,US,67,DMA
Davison AAF,US,67,DAA
Dawson Community,US,67,GDV
Dayton-Wright Brothers Airport,US,67,MGY
Daytona Beach International,US,67,DAB
Death Valley,US,67,DTH
Decatur,US,67,DEC
Decatur County,US,67,BGE
Decatur Hi-Way,US,67,DCR
Decatur Island,US,67,DTR
Deep Bay,US,67,WDB
Deer Park,US,67,DPK
Deering,US,67,DRG
Dekalb-Peachtree,US,67,PDK
Del Rio International,US,67,DRT
Delaware County Regional,US,67,MIE
Delta County,US,67,ESC
Delta Junction,US,67,DJN
Delta Municipal,US,67,DTA
Deming,US,67,DMN
Denver International,US,67,DEN
Derby Field,US,67,LOL
Des Moines International,US,67,DSM
Desert Rock,US,67,DRA
Destin-Fort Walton Beach Airport,US,67,DSI
Detroit Metropolitan Wayne County,US,67,DTW
Detroit NAF,US,67,NFB
Devils Lake Municipal,US,67,DVL
Devils Track,US,67,GRM
Dew Station,US,67,LNI
Dew Station,US,67,PIZ
Dickinson Theodore Roosevelt Regional,US,67,DIK
Dillant-Hopkins,US,67,EEN
Dillingham,US,67,DLG
Dillingham Airfield,US,67,HDH
Dillon,US,67,DLN
Dillon,US,67,DLL
Dinwiddie County Airport,US,67,PTB
Diomede Heliport,US,67,DIO
Dobbins AFB,US,67,MGE
Dodge City Regional,US,67,DDC
Dodge County,US,67,UNU
Dolomi,US,67,DLO
Donaldson Center,US,67,GDC
Door County,US,67,SUE
Dora Bay,US,67,DOF
Dothan Regional,US,67,DHN
Douglas County,US,67,MEV
Douglas Municipal,US,67,DGL
Dover AFB,US,67,DOV
Downtown,US,67,AHD
Downtown,US,67,EBR
Downtown,US,67,MKC
Downtown,US,67,STP
Downtown Airpark,US,67,DWN
Downtown Heliport,US,67,JDB
Downtown Heliport,US,67,JDM
Downtown Heliport,US,67,JDT
Downtown Heliport,US,67,DNT
Downtown Manhattan H/p,US,67,JRB
Doylestown,US,67,DYL
Dr Haines,US,67,HAI
Draughon-miller Central Texas Regional,US,67,TPL
Drift River,US,67,DRF
Drummond,US,67,DRU
Drummond Island,US,67,DRE
Dubois,US,67,DBS
Dubois Regional,US,67,DUJ
Dubuque Regional,US,67,DBQ
Duke Field,US,67,EGI
Duluth International,US,67,DLH
Dunkirk,US,67,DKK
Dupage County,US,67,DPA
Durango-La Plata County,US,67,DRO
Dutchess County,US,67,POU
Dyess AFB,US,67,DYS
Eagle,US,67,EAA
Eagle County Regional,US,67,EGE
Eagle Lake,US,67,ELA
Eagle River Union,US,67,EGV
Eaker,US,67,DUA
Earl Fields Memorial,US,67,POF
East 34th St Heliport,US,67,TSS
East 34th St Landing,US,67,NES
East 60th Street H/P,US,67,JRE
East Fork,US,67,EFO
East Hampton,US,67,HTO
East Texas Regional,US,67,GGG
Eastern Iowa,US,67,CID
Eastern Oregon Regional,US,67,PDT
Eastern Wv Regional Airport/Shepherd Field,US,67,MRB
Easterwood Field,US,67,CLL
Easton/Newnam Field,US,67,ESN
Eaton,US,67,OIC
Edna Bay,US,67,EDA
Edward F Knapp State,US,67,MPV
Edwards AFB,US,67,EDW
Eek,US,67,EEK
Egegik,US,67,EGX
Eielson AFB,US,67,EIL
Eight Fathom Bight,US,67,EFB
Ekuk,US,67,KKU
Ekwok,US,67,KEK
El Centro NAF,US,67,NJK
El Dorado,US,67,EDK
El Monte,US,67,EMT
El Paso International,US,67,ELP
Elfin Cove SPB,US,67,ELV
Elim,US,67,ELI
Elizabeth City Regional,US,67,ECG
Elizabeth Field,US,67,FID
Elizabethtown,US,67,EKX
Elkhart Municipal,US,67,EKI
Elkins,US,67,EKN
Elko Regional,US,67,EKO
Ellamar,US,67,ELW
Ellington Field,US,67,EFD
Ellis Field,US,67,MYU
Ellsworth Afb,US,67,RCA
Ellyson NAS,US,67,NDP
Elmendorf Afb,US,67,EDF
Elmira Corning Regional,US,67,ELM
Ely,US,67,LYU
Embarkadero,US,67,EMB
Emergency Field,US,67,DUT
Emmet County Airport,US,67,ECA
Emmonak,US,67,EMK
Emporia,US,67,EMP
Enid Woodring Mun.,US,67,WDG
Ephrata,US,67,EPH
Eppley Airfield,US,67,OMA
Erie International,US,67,ERI
Ernest Love Field,US,67,PRC
Errol,US,67,ERR
Esler Field,US,67,ESF
Espanola,US,67,ESO
Eunice,US,67,UCE
Eureka,US,67,EUE
Evanston,US,67,EVW
Evansville Regional Airport,US,67,EVV
Eveleth,US,67,EVM
Everett-Stewart,US,67,UCY
Exchangest Railway Svc,US,67,ZXS
Executive,US,67,CLW
Executive,US,1,FXE
Fairbanks International,US,67,FAI
Fairchild AFB,US,67,SKA
Fairmont,US,67,FRM
Falcon Field,US,67,MSC
Falcon State,US,67,FAL
Falls Bay,US,67,FLJ
Falls International,US,67,INL
False Island,US,67,FAK
False Pass,US,67,KFP
Fanning Field,US,67,IDA
Farewell,US,67,FWL
Farmington Regional,US,67,FAM
Federal No 1,US,67,KSR
Felker AAF,US,67,FAF
Felts Field,US,67,SFF
Fergus Falls Municipal,US,67,FFM
Fin Creek,US,67,FNK
Findlay,US,67,FDY
Fire Cove,US,67,FIC
Firing Center AAF,US,67,FCT
First Flight,US,67,FFA
Fisheries,US,67,KCG
Fitchburg Municipal Airport,US,906,FIT
Five Finger,US,67,FIV
Five Mile,US,67,FMC
Flagstaff Pulliam,US,67,FLG
Flat,US,67,FLT
Flaxman Island,US,67,FXM
Fletcher Field,US,67,CKM
Florence Regional,US,67,FLO
Floyd Bennett Memorial,US,67,GFL
Flushing,US,67,FLU
Flying Cloud,US,67,FCM
Fond Du Lac,US,67,FLD
Forbes Field,US,67,FOE
Ford,US,67,IMT
Forney AAF,US,67,TBN
Fort Bragg,US,67,FOB
Fort Bridger,US,67,FBR
Fort Collins Bus Servi,US,67,QWF
Fort Collins-Loveland Municipal,US,67,FNL
Fort Dodge Regional,US,67,FOD
Fort Hood AAF,US,67,HLR
Fort Jefferson,US,67,RBN
Fort Lauderdale/hollywood International,US,67,FLL
Fort Lee AAF,US,67,FLE
Fort Mccoy,US,67,CMY
Fort Smith Regional,US,67,FSM
Fort Sumner,US,67,FSU
Fort Wayne International Airport,US,67,FWA
Fort Worth Alliance,US,67,AFW
Fort Worth NAS Jrb/Carswell Field,US,67,FWH
Fort Yukon,US,67,FYU
Fortuna Ledge,US,67,FTL
Four Corners Regional,US,67,FMN
Fox,US,67,FOX
Franklin,US,67,LFN
Franklin County,US,67,UOS
Frederick Municipal,US,67,FDK
Freeman Municipal,US,67,SER
French Valley,US,67,RBK
Fresh Water Bay,US,67,FRP
Fresno Yosemite International,US,67,FAT
Fresno-Chandler,US,67,FCH
Friday Harbor,US,67,FRD
Friday Harbor SPB,US,67,FBS
Friedman Memorial,US,67,SUN
Front Range Airport,US,67,FTG
Front Royal-Warren County,US,67,FRR
Fryeburg,US,67,FRY
Ft Mcclellan Bus Trml,US,67,QAW
Ft Wolter AAF,US,67,CWO
Fulton County,US,67,FTY
Fulton County,US,67,RCR
Gabbs,US,67,GAB
Gage,US,67,GAG
Gainesville Regional,US,67,GNV
Gakona,US,67,GAK
Galbraith Lake,US,67,GBH
Galena,US,67,GAL
Galesburg,US,67,GBG
Galion Municipal,US,67,GQQ
Galleria Heliport,US,67,JGL
Gallup Municipal,US,67,GUP
Gambell,US,67,GAM
Ganes Creek,US,67,GEK
Garden City Regional,US,67,GCK
Garden Harris County,US,67,PIM
Garfield County,US,67,RIL
Garner Fld,US,67,UVA
Gary/Chicago International,US,67,GYY
Gatlinburg,US,67,GKT
General Brees Field Regional,US,67,LAR
General Edward Lawrence Logan International,US,67,BOS
General Mitchell International,US,67,MKE
George Bush Intercontinental,US,67,IAH
George Downer,US,67,AIV
George R Carr,US,67,BXA
Georgetown,US,67,GGE
Gerald R. Ford International,US,67,GRR
Gettysburg,US,67,GTY
Gilbert Field,US,67,GIF
Gillespie Field,US,67,CJN
Gillespie Field,US,67,SEE
Glacier Creek,US,67,KGZ
Glacier Park International,US,67,FCA
Gladwin,US,67,GDW
Glendale Fokker Field,US,67,GWV
Glenn County,US,67,WLW
Glenn L Martin,US,67,MTN
Glennallen,US,67,GLQ
Glenwood Springs,US,67,GWS
Godman AAF,US,67,FTK
Gogebic County,US,67,IWD
Golden Horn Lodge SPB,US,67,GDH
Golden Triangle Regional,US,67,GTR
Golovin,US,67,GLV
Goodfellow AFB,US,67,GOF
Gooding,US,67,GNG
Goodnews Bay,US,67,GNU
Goodwin Field,US,67,ELD
Gordon,US,67,GRN
Goshen,US,67,GSH
Grand Forks AFB,US,67,RDR
Grand Forks International,US,67,GFK
Grand Rapids,US,67,GPZ
Grand Strand,US,67,CRE
Granite Mountain,US,67,GMT
Grannis Field Regional,US,67,FAY
Grant County,US,67,PGC
Grant County,US,67,SVC
Grant County International,US,67,MWH
Grants-Milan Municipal,US,67,GNT
Gratiot Community,US,67,AMN
Gray AAF,US,67,GRF
Grayling,US,67,KGX
Great Bend,US,67,GBD
Great Falls International,US,67,GTF
Greater Binghamton,US,67,BGM
Greater Cumberland Regional,US,67,CBE
Greater Kankakee,US,67,IKK
Greater Portsmouth Regional,US,67,PMH
Greater Rochester International,US,67,ROC
Green,US,67,OTN
Green River,US,67,RVR
Greenbrier,US,67,SSU
Greenbrier Valley,US,67,LWB
Greene County,US,67,WAY
Greenville Downtown,US,67,GMU
Greenville Spartanburg International Airport,US,67,GSP
Greenway Plaza H/P,US,67,JGP
Greenwood,US,67,GRD
Greenwood Municipal Airport,US,0,HFY
Grider Field,US,67,PBF
Griffing Sandusky Regional,US,67,SKY
Griffiss AFB,US,67,RME
Grissom Afb,US,67,GUS
Griswold,US,67,MPE
Grumman,US,67,BPA
Gulfport-Biloxi International,US,67,GPT
Gulkana,US,67,GKN
Gunter AFB,US,67,GUN
Gustavus Arpt,US,67,GST
Guthrie,US,67,GOK
Guymon,US,67,GUY
Gwinnett County Airport,US,67,LZU
Hacienda Bus.Park H/P,US,67,JBS
Hale County,US,67,PVW
Haley AAF,US,67,FSN
Half Moon,US,67,HAF
Halifax County,US,67,RZZ
Halliburton Field,US,67,DUC
Hamilton,US,67,HAO
Hamilton Field (Closed),US,67,SRF
Hana,US,67,HNM
Hanchey Army Heliport,US,67,HEY
Hanscom Field,US,67,BED
Hanus Bay,US,67,HBC
Hardy-Anders,US,67,HEZ
Harrell Fld,US,67,CDH
Harriet Field,US,67,LWL
Harrisburg International,US,67,MDT
Harrisburg Rail,US,67,ZUG
Harrison County,US,67,ASL
Harry Clever Field,US,67,PHD
Hartford CT Rail,US,67,ZRT
Hartsfield-Jackson Atlanta International,US,67,ATL
Hastings,US,67,HSI
Hatbox Field,US,1,HAX
Hatteras,US,67,HNC
Hattiesburg-Laurel Regional,US,67,PIB
Havasupai,US,67,HAE
Hawkins Field,US,67,HKS
Hawthorne,US,67,HHR
Hawthorne,US,67,HTH
Haycock,US,67,HAY
Hayward Executive,US,67,HWD
Hazleton,US,67,HZL
Healy Lake,US,67,HKB
Hector International,US,67,FAR
Helena Regional,US,67,HLN
Heliport,US,67,JDY
Heliport,US,67,JEM
Heliport,US,67,JGX
Heliport,US,67,JGC
Heliport,US,67,JLB
Heliport,US,67,JNP
Heliport,US,67,ORQ
Heliport,US,67,JPD
Heliport,US,67,JRD
Heliport,US,67,JTO
Henderson Executive,US,67,HSH
Hendersonville Airport,US,67,0A7
Henry County,US,67,PHT
Henry Post AAF/Ford Sill,US,67,FSI
Henry Tift Myers,US,67,TMA
Herendeen,US,67,HED
Heritage Field,US,67,PTW
Hesler-Noble Field,US,67,LUL
Hickam AFB,US,67,HIK
Hickory Regional,US,67,HKY
Hidden Falls,US,67,HDA
Hill Afb,US,67,HIF
Hill City,US,67,HLC
Hillenbrand,US,67,HLB
Hilo International,US,67,ITO
Hilton Head,US,67,HHH
Hiltons Har H,US,67,WHH
Hinkles Ferry,US,67,BZT
Hobart,US,67,HBR
Hobart Bay,US,67,HBH
Hogatza,US,67,HGZ
Holikachu,US,67,HOL
Hollister Municipal,US,67,HLI
Holloman AFB,US,67,HMN
Holy Cross,US,67,HCR
